Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
65,New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3.66,3.07,2.47,0.63,9.82
66,Halo 4,X360,2012,Shooter,Microsoft Game Studios,6.63,2.36,0.04,0.73,9.76
,,,,,,,,,,
68,Call of Duty: Ghosts,PS3,2013,Shooter,Activision,4.09,3.73,0.38,1.38,9.59
69,Just Dance 2,Wii,2010,Misc,Ubisoft,5.84,2.89,0.01,0.78,9.52
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
73,Minecraft,X360,2013,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2
74,Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,2.01,2.32,4.36,0.41,9.09
,,,,,,,,,,
76,The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,5.03,2.86,0.1,0.85,8.84
,,,,,,,,,,
78,FIFA 16,PS4,2015,Sports,Electronic Arts,1.11,6.06,0.06,1.26,8.49
79,Wii Party,Wii,2010,Misc,Nintendo,1.79,3.53,2.49,0.68,8.49
,,,,,,,,,,
,,,,,,,,,,
82,Pokemon Black 2/Pokemon White 2,DS,2012,Role-Playing,Nintendo,2.91,1.86,3.14,0.43,8.33
83,FIFA Soccer 13,PS3,2012,Action,Electronic Arts,1.06,5.05,0.13,2.01,8.24
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
92,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,3.66,2.42,0.98,0.64,7.69
93,Star Wars Battlefront (2015),PS4,2015,Shooter,Electronic Arts,2.93,3.29,0.22,1.23,7.67
94,Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,2.8,3.3,0.14,1.37,7.6
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
98,Super Smash Bros. for Wii U and 3DS,3DS,2014,Fighting,Nintendo,3.24,1.35,2.42,0.43,7.45
,,,,,,,,,,
100,Battlefield 3,X360,2011,Shooter,Electronic Arts,4.46,2.13,0.06,0.69,7.34
,,,,,,,,,,
102,Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,4.52,2.09,0.01,0.67,7.3
,,,,,,,,,,
104,Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.85,2.93,0.35,1.1,7.23
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
109,Mario Kart 8,WiiU,2014,Racing,Nintendo,3.13,2.07,1.27,0.49,6.96
110,Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,2.47,3.15,0.24,1.1,6.96
,,,,,,,,,,
112,Just Dance 4,Wii,2012,Misc,Ubisoft,4.14,2.21,0,0.56,6.91
113,FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.32,0.07,1.73,6.9
,,,,,,,,,,
,,,,,,,,,,
116,Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83
,,,,,,,,,,
118,Zumba Fitness,Wii,2010,Sports,505 Games,3.5,2.64,0,0.67,6.81
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
122,FIFA 12,PS3,2011,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69
,,,,,,,,,,
124,Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6
125,FIFA 15,PS4,2014,Sports,Electronic Arts,0.79,4.29,0.05,1.47,6.59
126,Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,3.25,1.84,1.03,0.47,6.59
127,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56
,,,,,,,,,,
129,Assassin's Creed III,PS3,2012,Action,Ubisoft,2.64,2.56,0.16,1.14,6.5
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
135,Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
140,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24
141,Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
147,The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
155,Destiny,PS4,2014,Shooter,Activision,2.49,2.05,0.16,0.96,5.65
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
160,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
169,Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0,0.94,5.42
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
173,Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
180,Madden NFL 2004,PS2,N/A,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23
,,,,,,,,,,
182,Diablo III,PC,2012,Role-Playing,Activision,2.43,2.15,0,0.62,5.2
,,,,,,,,,,
184,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19
,,,,,,,,,,
186,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18
,,,,,,,,,,
,,,,,,,,,,
189,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
193,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13
194,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
198,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0,0.41,5.08
,,,,,,,,,,
200,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
204,Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
215,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0,0,4.87,0,4.87
,,,,,,,,,,
217,God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84
218,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.56,1.68,0,0.59,4.83
,,,,,,,,,,
220,FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82
,,,,,,,,,,
222,FIFA 17,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77
223,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
229,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
235,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58
236,Splatoon,WiiU,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57
237,The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
244,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47
245,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45
,,,,,,,,,,
247,Nintendo Land,WiiU,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44
248,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
257,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31
258,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.75,1.18,0,0.37,4.31
,,,,,,,,,,
,,,,,,,,,,
261,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26
262,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25
,,,,,,,,,,
264,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
269,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21
,,,,,,,,,,
,,,,,,,,,,
272,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
,,,,,,,,,,
274,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
,,,,,,,,,,
276,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
281,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
285,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1
,,,,,,,,,,
,,,,,,,,,,
288,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
,,,,,,,,,,
290,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
296,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
,,,,,,,,,,
298,Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
305,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92
,,,,,,,,,,
,,,,,,,,,,
308,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89
309,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89
,,,,,,,,,,
311,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.15,2.09,0,0.64,3.88
,,,,,,,,,,
,,,,,,,,,,
314,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
315,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
322,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
323,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
328,Just Dance 2014,Wii,2013,Misc,Ubisoft,1.98,1.47,0,0.32,3.76
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
332,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,0.96,2,0.21,0.56,3.73
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
337,Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
345,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
350,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
,,,,,,,,,,
352,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
366,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
367,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
374,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
378,FIFA Soccer 2004,PS2,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
379,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49
380,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
,,,,,,,,,,
382,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.26,0.89,0,0.3,3.46
383,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
384,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0,0,3.44,0,3.44
,,,,,,,,,,
,,,,,,,,,,
387,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
388,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
396,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
402,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
406,Mario Party 9,Wii,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
410,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
411,Destiny,XOne,2014,Shooter,Activision,2.13,0.92,0,0.23,3.28
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
415,Monster Hunter X,3DS,2015,Action,Capcom,0.25,0.19,2.78,0.04,3.26
,,,,,,,,,,
417,FIFA 16,XOne,2015,Sports,Electronic Arts,0.88,2.11,0,0.23,3.23
418,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
419,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.33,0.3,0,0.59,3.22
420,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,0.03,0,3.18,0,3.22
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
428,Dance Central,X360,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
,,,,,,,,,,
430,Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
431,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
432,LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0,0.29,3.17
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
439,Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
440,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
448,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
450,FIFA 15,X360,2014,Sports,Electronic Arts,0.78,2.02,0,0.3,3.11
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
454,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
455,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
,,,,,,,,,,
,,,,,,,,,,
458,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
,,,,,,,,,,
460,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
461,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
468,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.38,0.32,0,0.31,3
469,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3
,,,,,,,,,,
471,wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A,1.57,1.02,0,0.41,3
472,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
477,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.47,1,1.39,0.12,2.98
478,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97
479,The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,1.72,0,0.29,2.97
480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.97
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
494,FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9
495,Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
499,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
,,,,,,,,,,
,,,,,,,,,,
502,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.54,1.07,0,0.28,2.88
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
506,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.87,0.77,0,0.22,2.86
507,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.16,0,0.17,2.86
,,,,,,,,,,
509,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0,0.32,2.85
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
513,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.4,1.14,0,0.31,2.85
514,FIFA 16,PS3,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85
515,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84
,,,,,,,,,,
,,,,,,,,,,
518,Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
523,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
529,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
534,Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,1.43,0,0.48,2.79
,,,,,,,,,,
,,,,,,,,,,
537,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79
,,,,,,,,,,
539,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
544,Saints Row: The Third,X360,2011,Action,THQ,1.25,1.15,0.07,0.3,2.77
,,,,,,,,,,
,,,,,,,,,,
547,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74
,,,,,,,,,,
,,,,,,,,,,
550,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
554,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0,0.47,2.7
,,,,,,,,,,
556,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69
,,,,,,,,,,
558,Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,2.69
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,1.63,0.52,0.35,0.18,2.69
560,Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0,0.24,2.68
,,,,,,,,,,
562,Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,0,0,2.68,0,2.68
,,,,,,,,,,
564,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
572,Skylanders Giants,Wii,2012,Action,Activision,1.56,0.88,0,0.22,2.65
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
